iter	Passed	Remaining
407	65643	95247
408	65810	95095
409	66042	95036
410	66269	94970
411	66545	94973
412	66808	94955
413	67045	94900
414	67312	94886
415	67547	94825
416	67747	94717
417	67965	94631
418	68278	94677
419	68489	94580
420	68770	94579
421	68965	94460
422	69259	94474
423	69441	94335
424	69635	94213
425	69802	94053
426	69910	93814
427	70013	93569
428	70117	93326
429	70217	93079
430	70322	92839
431	70429	92601
432	70534	92363
433	70639	92124
434	70745	91888
435	70856	91658
436	70967	91429
437	71066	91186
438	71177	90958
439	71288	90731
440	71389	90491
441	71488	90250
442	71600	90025
443	71720	89811
444	71826	89581
445	71933	89352
446	72039	89123
447	72144	88891
448	72251	88664
449	72351	88429
450	72452	88195
451	72565	87977
452	72665	87743
453	72761	87505
454	72855	87266
455	72969	87051
456	73074	86825
457	73194	86619
458	73311	86408
459	73423	86192
460	73547	85991
461	73659	85776
462	73803	85599
463	74027	85514
464	74257	85435
465	74439	85302
466	74675	85228
467	74854	85091
468	75076	85001
469	75332	84948
470	75596	84905
471	75775	84765
472	75960	84632
473	76088	84436
474	76202	84223
475	76306	84000
476	76420	83790
477	76535	83581
478	76645	83366
479	76757	83154
480	76921	82998
481	77052	82807
482	77160	82591
483	77266	82374
484	77368	82154
485	77475	81939
486	77582	81724
487	77685	81506
488	77802	81302
489	77906	81086
490	78001	80861
491	78111	80652
492	78226	80447
493	78326	80229
494	78439	80023
495	78545	79812
496	78651	79601
497	78755	79388
498	78866	79182
499	78975	78975
500	79076	78760
501	79182	78552
502	79288	78342
503	79395	78135
504	79507	77933
505	79617	77729
506	79732	77530
507	79980	77461
508	80100	77268
509	80240	77093
510	80430	76967
511	80584	76806
512	80762	76669
513	80943	76534
514	81123	76397
515	81223	76186
516	81390	76037
517	81584	75914
518	81745	75759
519	81847	75551
520	81965	75358
521	82169	75242
522	82337	75095
523	82475	74920
524	82587	74722
525	82771	74588
526	82962	74461
527	83132	74315
528	83371	74230
529	83505	74052
530	83609	73846
531	83739	73665
532	83955	73559
533	84257	73528
534	84484	73430
535	84630	73262
536	84773	73091
537	84878	72888
538	85021	72717
539	85180	72560
540	85313	72382
541	85427	72187
542	85557	72006
543	85661	71804
544	85759	71597
545	85882	71411
546	86012	71231
547	86115	71029
548	86210	70821
549	86324	70628
550	86449	70446
551	86607	70289
552	86713	70092
553	86824	69898
554	86936	69705
555	87054	69517
556	87166	69326
557	87286	69140
558	87409	68958
559	87546	68786
560	87655	68592
561	87769	68404
562	87884	68215
563	88000	68029
564	88122	67846
565	88233	67656
566	88353	67472
567	88470	67287
568	88580	67097
569	88687	66904
570	88806	66721
571	88929	66541
572	89030	66345
573	89134	66151
574	89258	65973
575	89370	65786
576	89471	65591
577	89578	65401
578	89699	65222
579	89821	65043
580	89936	64859
581	90061	64683
582	90173	64497
583	90282	64311
584	90398	64128
585	90508	63942
586	90631	63766
587	90747	63585
588	90861	63402
589	90971	63217
590	91093	63040
591	91221	62869
592	91322	62678
593	91428	62491
594	91555	62319
595	91678	62144
596	91780	61955
597	91890	61772
598	92015	61599
599	92132	61421
600	92240	61237
601	92355	61058
602	92469	60879
603	92584	60700
604	92696	60520
605	92811	60343
606	92929	60166
607	93056	59997
608	93155	59809
609	93256	59622
610	93381	59452
611	93484	59267
612	93582	59080
613	93716	58916
614	93830	58739
615	93943	58562
616	94052	58382
617	94164	58205
618	94280	58030
619	94398	57856
620	94516	57683
621	94631	57509
622	94734	57327
623	94852	57154
624	94967	56980
625	95081	56806
626	95206	56638
627	95317	56461
628	95436	56291
629	95555	56119
630	95683	55954
631	95791	55777
632	95908	55605
633	96012	55426
634	96122	55251
635	96240	55081
636	96343	54902
637	96467	54735
638	96583	54564
639	96697	54392
640	96813	54221
641	96932	54052
642	97053	53884
643	97168	53714
644	97306	53556
645	97412	53380
646	97524	53208
647	97632	53034
648	97746	52864
649	97865	52696
650	97991	52533
651	98104	52362
652	98218	52192
653	98335	52024
654	98455	51858
655	98582	51695
656	98705	51531
657	98812	51358
658	98934	51193
659	99059	51030
660	99174	50862
661	99292	50695
662	99412	50531
663	99518	50358
664	99643	50196
665	99762	50031
666	99875	49862
667	99998	49699
668	100119	49536
669	100228	49366
670	100340	49198
671	100464	49036
672	100582	48871
673	100695	48704
674	100818	48542
675	100933	48376
676	101055	48213
677	101171	48048
678	101288	47884
679	101400	47717
680	101512	47551
681	101624	47385
682	101745	47222
683	101846	47051
684	101944	46879
685	102054	46712
686	102151	46540
687	102275	46380
688	102387	46215
689	102518	46058
690	102617	45888
691	102722	45720
692	102837	45556
693	102937	45387
694	103047	45222
695	103150	45054
696	103263	44890
697	103394	44735
698	103500	44568
699	103615	44406
700	103732	44245
701	103849	44084
702	103954	43918
703	104059	43752
704	104177	43591
705	104295	43431
706	104403	43267
707	104531	43112
708	104639	42947
709	104742	42782
710	104858	42621
711	104960	42455
712	105073	42294
713	105191	42135
714	105306	41975
715	105416	41813
716	105532	41653
717	105648	41494
718	105759	41333
719	105857	41166
720	105972	41007
721	106076	40843
722	106191	40684
723	106301	40523
724	106424	40367
725	106540	40209
726	106641	40045
727	106743	39882
728	106863	39725
729	106986	39570
730	107093	39409
731	107210	39252
732	107330	39095
733	107447	38938
734	107557	38779
735	107665	38619
736	107780	38461
737	107898	38305
738	108012	38147
739	108133	37992
740	108237	37831
741	108339	37670
742	108465	37517
743	108596	37366
744	108711	37209
745	108837	37057
746	108948	36899
747	109070	36745
748	109183	36589
749	109296	36432
750	109406	36274
751	109517	36117
752	109641	35964
753	109755	35808
754	109868	35652
755	109977	35495
756	110091	35339
757	110213	35187
758	110319	35028
759	110430	34872
760	110545	34717
761	110657	34562
762	110770	34406
763	110894	34255
764	111012	34101
765	111134	33949
766	111248	33795
767	111363	33640
768	111479	33487
769	111595	33333
770	111706	33178
771	111822	33025
772	111935	32871
773	112044	32715
774	112159	32562
775	112273	32408
776	112375	32252
777	112492	32099
778	112598	31943
779	112715	31791
780	112837	31640
781	112959	31489
782	113060	31333
783	113166	31178
784	113286	31027
785	113404	30875
786	113517	30723
787	113627	30569
788	113741	30417
789	113858	30266
790	113963	30111
791	114061	29955
792	114181	29805
793	114308	29656
794	114414	29503
795	114512	29347
796	114625	29195
797	114751	29047
798	114861	28895
799	114971	28742
800	115089	28592
801	115203	28441
802	115320	28291
803	115435	28141
804	115549	27990
805	115664	27839
806	115777	27689
807	115892	27538
808	116004	27387
809	116111	27236
810	116236	27088
811	116338	26935
812	116448	26784
813	116555	26633
814	116671	26483
815	116795	26336
816	116905	26185
817	117019	26036
818	117134	25886
819	117250	25737
820	117367	25589
821	117494	25442
822	117604	25292
823	117703	25140
824	117810	24990
825	117907	24837
826	118018	24688
827	118120	24537
828	118238	24389
829	118360	24242
830	118461	24091
831	118567	23941
832	118693	23795
833	118818	23649
834	118924	23499
835	119024	23349
836	119141	23201
837	119253	23053
838	119369	22906
839	119490	22760
840	119600	22611
841	119696	22460
842	119805	22312
843	119905	22162
844	120019	22015
845	120140	21869
846	120251	21721
847	120367	21575
848	120485	21429
849	120599	21282
850	120698	21132
851	120819	20987
852	120936	20841
853	121050	20694
854	121150	20545
855	121261	20399
856	121366	20251
857	121473	20104
858	121583	19957
859	121703	19812
860	121812	19665
861	121934	19520
862	122049	19375
863	122156	19228
864	122267	19082
865	122374	18935
866	122497	18791
867	122618	18646
868	122720	18499
869	122843	18355
870	122946	18209
871	123062	18064
872	123176	17919
873	123289	17773
874	123405	17629
875	123520	17484
876	123623	17338
877	123727	17192
878	123850	17048
879	123962	16904
880	124065	16757
881	124169	16612
882	124323	16473
883	124443	16329
884	124558	16185
885	124672	16041
886	124800	15899
887	124930	15756
888	125049	15613
889	125186	15472
890	125292	15327
891	125392	15182
892	125598	15049
893	125727	14907
894	125844	14763
895	126017	14626
896	126141	14484
897	126281	14343
898	126405	14201
899	126513	14057
900	126630	13913
901	126756	13771
902	126875	13628
903	126996	13486
904	127106	13342
905	127220	13199
906	127325	13055
907	127470	12915
908	127661	12780
909	127770	12636
910	127897	12494
911	128078	12358
912	128230	12219
913	128334	12075
914	128457	11933
915	128567	11790
916	128687	11647
917	128881	11512
918	129053	11374
919	129161	11231
920	129260	11087
921	129374	10944
922	129491	10802
923	129603	10660
924	129718	10517
925	129862	10377
926	130055	10241
927	130157	10098
928	130259	9955
929	130384	9813
930	130498	9671
931	130608	9529
932	130733	9388
933	130856	9246
934	131020	9108
935	131225	8972
936	131361	8832
937	131525	8693
938	131677	8554
939	131830	8414
940	132015	8277
941	132164	8137
942	132271	7995
943	132394	7853
944	132509	7712
945	132623	7570
946	132789	7431
947	132972	7293
948	133076	7151
949	133184	7009
950	133331	6869
951	133518	6732
952	133631	6590
953	133752	6449
954	133927	6310
955	134060	6170
956	134177	6028
957	134361	5890
958	134517	5750
959	134652	5610
960	134863	5473
961	134985	5332
962	135163	5193
963	135305	5052
964	135428	4911
965	135623	4773
966	135779	4633
967	135935	4493
968	136089	4353
969	136198	4212
970	136360	4072
971	136538	3933
972	136717	3793
973	136908	3654
974	137038	3513
975	137186	3373
976	137337	3233
977	137451	3091
978	137651	2952
979	137784	2811
980	137968	2672
981	138109	2531
982	138242	2390
983	138413	2250
984	138579	2110
985	138804	1970
986	138928	1829
987	139102	1689
988	139238	1548
989	139394	1408
990	139569	1267
991	139712	1126
992	139816	985
993	139947	844
994	140144	704
995	140282	563
996	140450	422
997	140611	281
998	140762	140
999	140938	0
